,Unnamed: 0.1,Unnamed: 0,CIK,GVKEY,NAICS,COMPANY_NAME,MCAP,REVT,ROA,NPM,REVCHANGE,ROE,NUM_SAVVY,NUM_DIR,COMMITTEES,Directors
330,330,330,720500.0,8864.0,333242.0,"Amtech Systems, Inc.",163.49472,85.205,0.007,-0.06,12.5098611832272,0.189,1,8,Strategy committee;compensation committee;audit committee,"garnreiter, michael; ludwig, michael; daigle, robert; averick, robert; gibbs, lisa"
331,331,331,700841.0,8892.0,561320.0,"RCM Technologies, Inc.",73.27192,203.875,0.032,-0.039,-8.23532896880647,0.748,1,6,compensation committee;audit committee,"vizi, bradley; komarneni, jayanth; kakodkar, swarna; amadi, chigozie"
332,332,332,742278.0,8901.0,213112.0,"RPC, Inc.",978.95566,864.929,0.012,-0.329,9.57918469056428,0.212,0,6,compensation committee;audit committee,"hubbell, richard; palmer, ben; nix, jerry; rollins, gary; rollins, pamela; kreisler, amy; rollins, timothy; bell, susan; gunning, patrick"
333,333,333,110621.0,8902.0,325998.0,RPM International Inc.,12118.96269,6106.288,0.152,0.075,26.1160995461094,0.268,0,12,compensation committee;audit committee,"carbonari, bruce; fazzolari, salvatore; sullivan, frank; ballbach, john; nance, frederick; whited, elizabeth; deckard, jenniffer; andrews, kirkland"
334,334,334,82020.0,8947.0,212312.0,"United States Lime & Minerals, Inc.",731.02732,189.255,0.195,0.165,13.2718894009217,0.138,1,8,compensation committee;audit committee,"doumet, antoine; hughes, billy; cardin, richard; byrne, timothy; duhe, sandra; hawkins, tom"
335,335,335,716643.0,9023.0,812112.0,Regis Corporation,335.05056,415.113,-0.043,-0.362,18.0361167476711,-1.312,3,7,compensation committee;audit committee,"merriman, michael; rhoades, margaret; mansbach, michael; benacci, nancy; grissen, david; light, mark; doctor, matthew; andrews, lockie"
336,336,336,350698.0,9063.0,441110.0,"AutoNation, Inc.",7316.09535,25844.0,0.104,0.019,23.0801199657241,0.608,0,8,compensation committee;audit committee,"grusky, robert; burdick, rick; lutoff-perlo, lisa; jenkins, norman; edelson, david; mikan, george; manley, michael; travisano, jacqueline"
337,337,337,355948.0,9125.0,423690.0,"Richardson Electronics, Ltd.",113.34735,176.937,0.017,-0.012,1.70921025867676,0.168,3,7,compensation committee;audit committee,"richardson, edward; kluge, robert; plante, paul; diddell, wendy; benham, james; belin, jacques; halverson, kenneth"
338,338,338,84129.0,9155.0,446110.0,Rite Aid Corporation,1079.69994,24043.24,0.057,-0.018,12.939248027866,-2.415,1,7,compensation committee;audit committee,"knowling, robert; nayar, arun; bodaken, bruce; teffner, carrie; stein, jeffrey; keglevic, paul; harlam, bari; quinn, katherine"
339,339,339,1069533.0,9171.0,221210.0,"RGC Resources, Inc.",188.4375,75.175,0.076,0.167,7.25290697674419,-0.301,0,7,compensation committee;audit committee,"crawford, thomas; williamson, john; layman, j.; goodlatte, maryellen; johnston, robert; agee, nancy; nester, paul; archer, jacqueline; mcclanahan, elizabeth"
340,340,340,1024478.0,9203.0,335314.0,"Rockwell Automation, Inc.",34108.64,6997.4,0.193,0.162,9.29354177605392,0.362,8,10,audit committee,"payne, lisa; keane, james; kalmanson, steven; soderbery, robert; murphy, pamela; moret, blake; rosamilia, thomas; gipson, william; watson, patricia; jolla, alice"
341,341,341,84748.0,9216.0,334412.0,Rogers Corporation,5113.29,932.886,0.102,0.008,16.1483304340447,0.064,5,9,Sustainability committee;audit committee,"wallace, peter; barnes, keith; owens, jeffrey; lauzon, armand; roby, anne; berger, larry; faust, megan; gouveia, randall"
342,342,342,745732.0,9248.0,448140.0,"Ross Stores, Inc.",39675.21887,12531.565,0.11,0.024,18.3811767645048,0.339,9,11,compensation committee;audit committee,"bush, michael; balmuth, michael; renda, larree; orban, george; garrett, sharon; rentler, barbara; bjorklund, k.; milligan, stephen; mueller, patricia; hartshorn, michael; sutton, doniel; cannizzaro, edward"
343,343,343,85961.0,9299.0,532120.0,"Ryder System, Inc.",4433.82727,9662.953,0.157,-0.022,10.9564374264146,0.21,2,12,compensation committee;audit committee,"swoboda, charles; smith, e.; nieto, luis; nord, david; smith, abbie; sanchez, robert; stockton, dmitri; hilton, michael; lundgren, tamara; eck, robert"
344,344,344,866729.0,9466.0,511130.0,Scholastic Corporation,1157.37952,1300.3,0.005,-0.048,3.67740639024718,0.05,1,10,compensation committee;audit committee,"barge, james; davies, john; warwick, peter; walker, verdell; alonso, andres; young, david; lucchese, iole; dumont, robert; li, linda"
345,345,345,317788.0,9551.0,511210.0,"Mandalay Media, Inc.",7228.382,313.579,0.236,0.134,9.54485825144589,0.1,1,8,compensation committee;audit committee,no directors found
346,346,346,1012100.0,9555.0,326113.0,Sealed Air Corporation,9992.23953,5533.8,0.174,0.097,16.464585716299,2.394,5,9,compensation committee;audit committee,"rowland, suzanne; ahmad, zubaid; colpron, francoise; johnson, clay"
347,347,347,88790.0,9590.0,334510.0,IntriCon Corporation,148.42443,125.206,0.039,-0.028,8.06142034548944,-0.016,0,7,compensation committee;audit committee,"seamon, philip; aitken-davies, george; o'brien, jim"
348,348,348,88941.0,9599.0,334413.0,Semtech Corporation,4618.7031,595.117,0.097,0.083,49.397784994442,0.197,7,10,compensation committee;audit committee,"hankin, rockell; hou, hong; couder, sylvia d.; gillai, saar; lupriore, paula; cardenuto, rodolpho; pickle, paul; ruehl, julie; burvill, martin; fischer, gregory"
349,349,349,89089.0,9611.0,812210.0,Service Corporation International,11579.46286,4143.143,0.069,0.136,14.1372141372141,0.293,3,9,compensation committee;audit committee,"shaper, c.; lund, victor; ryan, thomas; coelho, anthony; waltrip, william; watts, marcus; ochoa, lauri; buckwalter, alan"
350,350,350,89140.0,9619.0,335312.0,"Servotronics, Inc.",30.8758,40.558,0.069,0.022,26.461655277145,-0.047,0,6,compensation committee;Risk committee;audit committee,"baird, brent; howard, karen; wax, evan; cosgrove, edward; marks, christopher; farrell, william"
351,351,351,354963.0,9664.0,517311.0,Shenandoah Telecommunications Company,1274.1075,245.239,0.025,0.001,-0.971081436303612,-0.013,2,6,compensation committee;audit committee,"french, christopher; fitzsimmons, tracy; quaglio, kenneth; koontz, richard; flora, john; beckett, thomas; schultz, leigh; barnes, victor"
352,352,352,89800.0,9667.0,325510.0,The Sherwin-Williams Company,91964.47104,19944.6,0.163,0.104,8.66126449609394,0.612,0,6,compensation committee;audit committee,"thaman, michael; morikis, john; fettig, jeffrey; anderson, kerrii; anton, arthur; stewart, marta; thornton, matthew; powell, aaron"
353,353,353,90168.0,9698.0,336412.0,"SIFCO Industries, Inc.",51.4882,99.591,0.087,0.081,10.1289926289926,-0.213,0,7,compensation committee;audit committee,"molten, donald; gotschall, jeffrey; smith, hudson; reitman, alayne; silk, mark; knapper, peter"
354,354,354,91142.0,9771.0,335220.0,A. O. Smith Corporation,13534.51005,3538.9,0.162,0.112,-22.4513322543926,0.27,7,8,compensation committee;audit committee,"wolf, idelle; larsen, michael; kadri, ilham"
355,355,355,91419.0,9777.0,311421.0,The J. M. Smucker Company,14191.32561,8002.7,0.113,0.109,78.3049726193539,0.06,5,12,compensation committee;audit committee,"taylor, jodi; smucker, timothy; smucker, richard; shumate, alex; johnson, jonathan; amin, tarang; perry, kirk; willoughby, dawn; chapman-hughes, susan; abramo, mercedes"
356,356,356,91576.0,9783.0,522110.0,KeyCorp,21484.3005,7561.0,0.017,0.166,18.9793680853184,0.15,3,11,compensation committee;Technology committee;Risk committee;audit committee,"gorman, christopher; gillis, ruth ann; cutler, alexander; highsmith, carlton; gile, elizabeth; rankin, devina"
357,357,357,91767.0,9815.0,322219.0,Sonoco Products Company,5636.7493,5590.438,0.147,0.051,-90.5178739909844,0.219,0,10,compensation committee;audit committee,"whiddon, thomas; hill, robert; mcgarvie, blythe; guillemot, philippe; coker, robert; istavridis, eleni; kyle, richard; boyd, steven"
358,358,358,91928.0,9831.0,221210.0,"South Jersey Industries, Inc.",3064.9208,1991.996,0.059,0.084,17.9144347631502,0.069,4,10,Finance committee;ESG committee;compensation committee;audit committee,"sims, frank; hartnett-devlin, sheila; holland, g.; paladino, christopher; fortkiewicz, victor; renna, michael; barpoulis, sarah; holzer, sunita; o’dowd, kevin"
359,359,359,827052.0,9846.0,22111.0,Edison International,25960.7985,14881.0,0.068,0.037,-2.04466357308585,0.047,2,10,Finance committee;compensation committee;audit committee,"stuntz, linda; chang, vanessa c.; taylor, peter; o’toole, timothy; morris, james; trent, brian; camunez, michael; reed, marcy; beliveau-dunn, jeanne"
360,360,360,92122.0,9850.0,2211.0,The Southern Company,72694.8,23113.0,0.07,0.158,-2.41171904868177,0.086,7,12,Finance committee;compensation committee;audit committee,"johns, john; earley, anthony; meador, david; james, donald; smith, william; wood, e.; womack, christopher; thomas, lizanne; moniz, ernest; grain, david; greene, kimberly; kuczynski, stephen; klein, dale; clark, henry; wilson, anthony; peoples, j.; cooper, shantella; akella, janaki; svinicki, kristine"
361,361,361,92380.0,9882.0,481111.0,Southwest Airlines Co.,25366.4208,15790.0,-0.061,-0.129,41.4477539684562,0.067,0,13,compensation committee;audit committee,"kelly, gary; ricks, ron; biegler, david; brooks, douglas; biggins, j.; montford, john; jordan, robert; cunningham, william; hess, david; conrado, eduardo; mendoza, elaine; gilligan, thomas; reynolds, christopher; blunt, roy"
362,362,362,732717.0,9899.0,517312.0,AT&T Inc.,175670.1744,168864.0,0.104,0.064,26.1299435028249,0.092,4,10,Finance committee;Human Resources committee;audit committee,"hutchins, glenn; kennard, william; mooney, beth; luczo, stephen; mccallister, michael; ford, scott; rose, matthew; stankey, john; joseph, elliot; mills, harold"
363,363,363,7332.0,9904.0,2111.0,Southwestern Energy Company,5192.72654,6667.0,-0.371,-1.28,-42.2736666950035,0.729,1,9,compensation committee;audit committee,"marshall, jon; kerley, gregory; johnson, sylvester; gass, john; walsh, denis; taylor, anne; konar, shameek; kehr, catherine; way, william"
364,364,364,743238.0,9919.0,336120.0,"The Shyft Group, Inc.",1739.98808,991.792,0.173,0.064,-3.83033892757633,0.161,0,9,compensation committee;Sustainability committee;audit committee,"dinkins, michael; pizzuto, terri; sharman, james; mascarenas, paul; freeman, angela; dunn, john; esposito, carl; kermisch, pamela"
365,365,365,718937.0,9969.0,339115.0,STAAR Surgical Company,4356.4708,230.472,0.045,0.057,0.704390702042739,0.139,0,7,audit committee,"farrell, stephen; weisner, aimee; frinzi, thomas; yu, kin-hung; zhou, lilian; williams, brian; lin, elizabeth"
366,366,366,93389.0,10000.0,336320.0,"Standard Motor Products, Inc.",1153.83736,1298.816,0.133,0.065,5.08851697784657,0.141,2,7,compensation committee;audit committee,"lieberman, pamela; sills, lawrence; burke, james; sills, arthur; sills, peter; mcdonnell, joseph; sills, eric; norris, alisa; mcclymont, patrick; capparelli, alejandro"
367,367,367,310354.0,10008.0,333415.0,Standex International Corporation,1143.09604,656.232,0.102,0.068,-7.93898874128101,0.123,0,8,compensation committee;audit committee,"cannon, charles; hansen, thomas; chorman, thomas; hickey, michael; dunbar, david; davenport, robin; edwards, barbara"
368,368,368,93556.0,10016.0,333991.0,"Stanley Black & Decker, Inc.",30807.11598,15617.2,0.104,0.07,26.6418089968727,0.054,3,10,compensation committee;audit committee,"hankin, michael; carter, susan; manning, robert; allan, donald; ayers, andrea; crew, debra; tan, tiang yew; mitchell, adrian; palmieri, jane"
369,369,369,93676.0,10030.0,332216.0,The L.S. Starrett Company,66.39806,219.644,0.058,-0.093,-0.500082658290624,0.149,1,6,compensation committee;audit committee,"riordan, thomas; starrett, douglas; gahagan, christopher; gordon, deborah; sproule, scott; alpuche, charles"
370,370,370,93751.0,10035.0,523920.0,State Street Corporation,34036.419,12030.0,0.024,0.196,11.2290173973083,0.111,12,13,Human Resources committee;compensation committee;audit committee,"summe, gregory; portalatin, julio; mathew, siloo; meaney, william; o'sullivan, sean; de saint-aignan, patrick; fawcett, amelia; chandoha, marie; freda, william; demaio, donnalee; rhea, john"
371,371,371,94049.0,10056.0,325613.0,Stepan Company,2786.5818,2345.966,0.145,0.065,6.4486830154405,0.139,4,7,compensation committee;audit committee,"reed, jan; stepan, f.; delgado, joaquin; dearth, randall; behrens, scott; burgess, lorinda"
372,372,372,310764.0,10115.0,339113.0,Stryker Corporation,100951.05,17108.0,0.128,0.123,5.07438861660868,0.164,10,10,audit committee,"skeete tatum, lisa; cox, howard; brown, john; stryker, ronda; brainerd, mary; golston, allan; mccoy, sherilyn s.; suri, rajeev; silvernail, andrew; lobo, kevin"
373,373,373,1593538.0,10121.0,522298.0,Navient Corporation,3262.42646,3463.0,0.034,0.092,20.1756985189168,0.191,3,10,Human Resources committee;compensation committee;Risk committee;audit committee,"bramson, edward; arnold, frederick; unger, laura simone; yowan, david; lawson, michael; thompson, jane"
374,374,374,95029.0,10124.0,332994.0,"Sturm, Ruger & Company, Inc.",1196.94794,732.711,0.323,0.133,20.8788849350205,0.293,2,10,compensation committee;audit committee,"cosentino, john; fifer, michael; whitaker, ronald; rosenthal, amir; killoy, christopher; halstead, rebecca; o'connor, terrence; froman, sandra"
375,375,375,95574.0,10198.0,315.0,"Superior Group of Companies, Inc.",353.84832,536.986,0.144,0.064,21.3527497732971,-0.134,0,6,compensation committee;audit committee,"benstock, michael; demott, andrew; siegel, todd; hensley, robin; fields, venita; mellini, paul"
376,376,376,724742.0,10235.0,531120.0,Trinity Place Holdings Inc.,67.39368,27.022,-0.038,10.974,14.1851852194175,-0.392,0,6,compensation committee;audit committee,"matina, alexander; citrin, jeffrey; cohen, alan; bartels, patrick; minieri, joanne; messinger, matthew; pattiz, keith"
377,377,377,96021.0,10247.0,4244.0,Sysco Corporation,39794.938,51297.843,0.098,0.0,23.4447680737295,0.907,11,12,compensation committee;Sustainability committee;audit committee,"glasscock, larry; talton, sheila; shirley, edward; brutto, daniel; halverson, bradley; hinshaw, john; dibadj, ali; golder, jill; paul, alison; debiase, francesca; hourican, kevin"
378,378,378,96869.0,10390.0,111335.0,Tejon Ranch Co.,503.73108,55.613,0.006,0.186,19.8581410120686,0.038,0,10,compensation committee;audit committee,"metcalfe, norman; stack, geoffrey; winer, michael; bielli, gregory; tisch, daniel; betts, steven; leggio, anthony; morgan, rhea"
379,379,379,1018963.0,10405.0,331491.0,ATI Inc.,2027.14029,2799.8,0.062,-0.118,26.9763698039441,0.036,4,9,compensation committee;Risk committee;Technology committee;audit committee,"diggs, james; harvey, j.; ball, leroy; morehouse, david; carlisle, herbert; kah, marianne; sharma, ruby"
380,380,380,96943.0,10407.0,339112.0,Teleflex Incorporated,15392.5728,2809.563,0.106,0.146,-50.4212460185457,0.099,0,9,compensation committee;audit committee,"heinmiller, john; haggerty, gretchen frances; randle, stuart; krakauer, andrew; klasko, stephen; duncan, candace; kelly, liam; ryu, jaewon; patil, neena"
381,381,381,1051512.0,10411.0,517312.0,"Telephone and Data Systems, Inc.",2317.25,5329.0,0.109,0.043,27.3807313903843,0.02,10,10,audit committee,"oosterman, wade; o'leary, christopher; carlson, letitia g.; carlson, walter c.; off, george; carlson, leroy; davis, clarence; butman, james; carlson, prudence; dixon, kimberly; villacrez, vicki; woessner, dirk"
382,382,382,97134.0,10441.0,333318.0,Tennant Company,1502.0764,1090.8,0.12,0.041,4.22827496757458,0.11,5,9,compensation committee,"mulligan, donal; eicher, carol; morse, timothy; windley, david; hider, andrew; green, maria; arvani, azita; huml, david"
383,383,383,97210.0,10453.0,334515.0,"Teradyne, Inc.",26532.90603,3702.881,0.339,0.236,10.6813996316759,0.31,3,7,compensation committee;audit committee,"tufano, paul; guertin, timothy; maddock, ernest; tamer, fouad; herweck, peter; matz, marilyn"
384,384,384,97476.0,10499.0,334413.0,Texas Instruments Incorporated,174146.28,18344.0,0.359,0.362,9.83196742435957,0.662,6,8,compensation committee;audit committee,"templeton, richard; cox, carrie; clark, janet; patsley, pamela; kirk, ronald; bluedorn, todd; farmer, curtis; craighead, martin; ilan, haviv"
385,385,385,1811074.0,10504.0,533110.0,Texas Pacific Land Corporation,9672.49815,450.958,0.398,0.582,3.94214819017455,0.613,2,9,compensation committee;audit committee,"best, rhys; duganier, barbara; stahl, murray; oliver, eric; cook, donald; woung-chapman, marguerite; glover, tyler; roosa, robert; epps, donna"
386,386,386,217346.0,10519.0,336411.0,Textron Inc.,16747.382,12382.0,0.072,0.023,10.0719891476555,0.126,7,11,compensation committee;audit committee,"bader, kathleen; donnelly, scott; nowell, lionel; ziemer, james; kennedy, thomas; james, deborah; clark, ronal; ambrose, richard; zuber, maria; garrett, michael"
387,387,387,730263.0,10549.0,336214.0,"THOR Industries, Inc.",6553.11976,12317.38,0.117,0.033,19.5491382899009,0.297,2,10,compensation committee;audit committee,"orthwein, peter; graves, andrew; huntington, amelia; martin, robert; kelley, william; hennington, christina"
388,388,388,98222.0,10565.0,488390.0,Tidewater Inc.,442.40868,371.033,0.034,-0.535,-0.802506730032045,-0.095,0,9,compensation committee;audit committee,"raspino, louis; traub, kenneth; fagerstal, dick; robotti, robert; zabrocky, lois; kneen, quintin; anderson, darron; cougle, melissa"
389,389,389,98362.0,10581.0,332991.0,The Timken Company,5222.73375,4132.9,0.133,0.098,7.574053726611,0.156,2,12,compensation committee;audit committee,"timken, ward; luke, john; palmer, james; timken, john; mapes, christopher; crowe, maria; lauber, sarah; harrell, elizabeth"
390,390,390,320335.0,10614.0,524113.0,Globe Life Inc.,9331.41924,5122.183,0.037,0.154,51.5670104732443,0.096,5,12,compensation committee;audit committee,"brannen, james; alexander, marilyn; buchan, jane; svoboda, frank; thigpen, mary; addison, linda; alston, cheryl; cho, alice; darden, james; johnson, steven"
391,391,391,99302.0,10685.0,541380.0,"Transcat, Inc.",366.03864,173.335,0.144,0.04,18.3759923107045,0.111,1,10,compensation committee;audit committee,"kaniki, mbago; moore, paul; hadeed, charles; haseley, gary; rudow, lee; cairns, craig; gillette, christopher; deperrior, dawn; dominach, oksana; langston, cynthia"
392,392,392,99780.0,10735.0,336510.0,"Trinity Industries, Inc.",2515.66,1516.0,0.066,0.001,14.2619068502763,0.029,0,8,Human Resources committee;HR committee;audit committee,"ainsworth, william; savage, e.; diez, john; biesterfeld, robert; lakkundi, veena"
393,393,393,93314.0,10761.0,325413.0,Standard Capital Corp,168.84408,0.09,-0.847,-3128.7,17.9133683180646,-2.265,0,8,compensation committee;audit committee,no directors found
394,394,394,100378.0,10777.0,333613.0,"Twin Disc, Incorporated",194.22527,218.581,0.032,-0.16,1.9160211985324,0.031,0,8,audit committee,"batten, john; smiley, michael; larimer, juliann; giesselman, janet"
395,395,395,860731.0,10789.0,541512.0,"Tyler Technologies, Inc.",22225.40425,1592.287,0.114,0.167,-0.839251522576333,0.073,2,9,compensation committee;audit committee,"moore, h.; marr, john; womble, dustin; carter, glenn; pope, daniel"
396,396,396,100493.0,10793.0,311611.0,"Tyson Foods, Inc.",28813.1,47594.0,0.142,0.048,7.44620159284361,0.154,0,9,compensation committee;audit committee,"mcnamara, kevin; tyson, john; baledge, leslie; tyson, barbara; mariner, jonathan; bronczek, david; miller, cheryl; white, noel; schomburger, jeffrey; durham, mikel; king, donnie; borras, maria; beebe, mike; quinn, kate"
397,397,397,100517.0,10795.0,481111.0,"United Airlines Holdings, Inc.",14176.44558,24634.0,-0.061,-0.198,8.27763669208702,-0.167,2,7,compensation committee;audit committee,"philip, edward; isaacson, walter; whitehurst, james; harford, barnaby; kennedy, james; ward, laysha; corvi, carolyn; shapiro, edward; friend, matthew; johnsen, richard; thompson, garth"
398,398,398,884614.0,10801.0,221210.0,UGI Corporation,8916.78592,7447.0,0.114,0.081,9.95218724180435,0.157,3,11,compensation committee;audit committee,"hermance, frank; marrazzo, william; harris, alan; dosch, theodore; bort, shawn; romano, kelly; longhi, filho; seage medela, santiago"
399,399,399,717954.0,10840.0,315.0,UniFirst Corporation,4324.61253,1826.216,0.128,0.072,-18.6991966818431,0.052,0,9,ESG committee;compensation committee;audit committee,"croatti, cynthia; nowicki, joseph; zemlin, raymond; iandoli, michael; sintros, steven; pupkin, sergio"
400,400,400,1002910.0,10860.0,2211.0,Ameren Corporation,22937.877,6394.0,0.079,0.147,-23.6594002735086,0.078,4,14,Technology committee;Risk committee;Human Resources committee;compensation committee;audit committee,"coleman, j.; fitzsimmons, ellen; lyons, martin; brune, catherine; lipstein, steven; mackay, leo; dickson, ward; brinkley, cynthia; johnson, james; birk, mark; moehn, michael; schukar, shawn; ivey, craig; flores, rafael; eder, noelle; singh, leonard"
401,401,401,100885.0,10867.0,482111.0,Union Pacific Corporation,160943.46506,21804.0,0.163,0.274,5.72737686139748,0.274,4,9,Finance committee;Nomination committee;Sustainability committee;audit committee,"mccarthy, michael; hopkins, deborah; vena, vincenzo; lute, jane; tien, john"
402,402,402,731766.0,10903.0,524114.0,UnitedHealth Group Incorporated,472513.74,287597.0,0.147,0.066,4.97263810015488,0.259,0,9,Finance committee;Human Resources committee,"hemsley, stephen; hooper, michele; garcia, paul; witty, andrew; flynn, timothy; mcnabb, frederick; noseworthy, john; rice, valerie c.; gil, kristen; baker, charles"
403,403,403,101382.0,10916.0,522110.0,UMB Financial Corporation,5139.01341,1324.397,0.015,0.156,6.99876998769988,0.141,0,12,compensation committee;audit committee,"kemper, j.; sosland, l.; robbins, kris; gallagher, kevin; beery, robin; graves, gregory; williams, leroy; murphy, timothy; lansford, gordon; peterman, tamara; davidson, janine"
404,404,404,1090727.0,10920.0,492110.0,"United Parcel Service, Inc.",186411.498,97287.0,0.186,0.057,22.8963808548646,0.632,7,12,Risk committee;audit committee,"johnson, william; tome, carol; moison, franck; hewett, wayne; burns, michael; johnson, kathleen; stokes, russell; warsh, kevin m.; shi, christiana; boratto, eva; hwang, angela"
405,405,405,101594.0,10938.0,211120.0,U.S. Energy Corp.,15.29052,6.658,-0.345,-1.978,16.8384879725086,-0.014,0,7,compensation committee;audit committee,"denny, james; keys, randall; batchelor, joshua; slack, d.; weinzierl, john; smith, ryan; king, duane"
406,406,406,101829.0,10983.0,336412.0,RTX Corporation,128511.6768,64388.0,0.04,-0.05,13.5830429732869,0.062,10,14,,"rogers, brian; ramos, denise; reynolds, fredric; harris, bernard; hayes, gregory; oliver, george; ortberg, robert; pawlikowski, ellen; caret, leanne; calio, christopher; work, robert; winnefeld, james"
407,407,407,750004.0,10991.0,334118.0,"Light & Wonder, Inc.",6482.51,2153.0,0.077,-0.343,19.3713450292398,-1.357,9,10,compensation committee;audit committee,"youngblood, kneeland; throsby, timothy james; regan, michael; morro, stephen; shanks, virginia; mclennan, hamish; odell, jamie; korsanos, antonia; wilson, matthew; vullo, maria"
408,408,408,755001.0,10999.0,22111.0,Unitil Corporation,734.82822,473.3,0.09,0.072,-1.49025080971989,0.071,3,10,compensation committee;audit committee,"collin, mark; green, michael; godfrey, edward; whiteley, david; meissner, thomas; brown, winfield; alonzo, anne; foster, suzanne; vogel, justine; awad, neveen"
409,409,409,102037.0,11017.0,424590.0,Universal Corporation,1446.13985,1983.357,0.071,0.031,5.52147239263804,0.065,0,8,compensation committee;audit committee,"johnson, thomas; harrell, henry; king, allen; freeman, lennart; tullidge, thomas; cantor, diana; lawton, michael; williams, jacqueline; schick, arthur"
410,410,410,352915.0,11032.0,622110.0,"Universal Health Services, Inc.",9995.61906,12642.117,0.134,0.079,34.8167107001321,0.123,0,8,compensation committee;audit committee,"miller, alan; sussman, elliot; nimetz, warren; miller, marc; mcdonnell, eileen; singer, maria; chen-langenmayr, nina"
411,411,411,103379.0,11060.0,315.0,V.F. Corporation,31323.92472,9238.83,0.089,-0.011,-39.8563868114394,0.119,1,11,Finance committee;compensation committee;audit committee,"edwards, trevor a.; otis, clarence; mcmullen, william; hoplamazian, mark; lang, laura; chugg, juliana; carucci, richard; dorer, benno; roberts, carol; darrell, bracken; cho, alexander"
412,412,412,102752.0,11065.0,541330.0,VSE Corporation,775.58338,750.853,0.1,-0.002,6.6800910523551,0.068,0,10,compensation committee;audit committee,"wachtel, bonnie; koonce, calvin; britt, anita; dolanski, edward; potter, john; cuomo, john"
413,413,413,103145.0,11124.0,333242.0,Veeco Instruments Inc.,1442.09091,583.277,0.053,-0.096,3.4436565144417,0.108,6,10,compensation committee;audit committee,"d’amore, richard; bayless, kathleen; hunter, gordon; raymond, mary; nicolaides, lena"
414,414,414,103730.0,11191.0,334416.0,"Vishay Intertechnology, Inc.",3166.95096,3240.487,0.117,0.041,10.7578953380686,0.215,11,12,compensation committee;audit committee,"cody, michael; shoshani, ziv; zandman, marc; zandman, ruta; ludomirski, abraham; talbert, timothy; vanneste, jeffrey; booth, renee; zilberman, raanan; kurahashi, michiko; smejkal, joel; malvisi, john"
415,415,415,103872.0,11213.0,561320.0,"Volt Information Sciences, Inc.",72.48472,885.393,-0.008,-0.041,7.84899158572997,0.089,1,6,Finance committee;compensation committee;audit committee,no directors found
416,416,416,1396009.0,11228.0,212319.0,Vulcan Materials Company,27545.866,5552.2,0.121,0.126,13.4240700667321,0.08,3,11,compensation committee;audit committee,"hall, o. b.; o’brien, richard; fanning, thomas; hostetler, cynthia; anderson, melissa; willis, george"
417,417,417,105132.0,11234.0,325998.0,WD-40 Company,3285.08767,488.109,0.281,0.166,11.9906357451167,0.328,0,13,compensation committee;audit committee,"carter, daniel; pendarvis, david; mihalik, trevor; saunders, anne; lee, lara; brass, steven; burks, cynthia; magee, edward"
418,418,418,1618921.0,11264.0,456110.0,"Walgreens Boots Alliance, Inc.",43917.7305,132509.0,0.062,-0.008,-7.18445538885479,0.167,5,11,audit committee,"murphy, dominic; graham, ginger; jarrett, valerie; wentworth, timothy; lederer, john; pessina, stefano; hanson, bryan; babiak, janice; bhandari, inderpal; polen, thomas"
419,419,419,104889.0,11300.0,611691.0,Graham Holdings Company,3089.94598,3185.974,0.044,0.073,15.4626486617698,0.03,0,7,audit committee,"wagoner, g.; graham, donald; mulcahy, anne; weymouth, katharine; o’shaughnessy, timothy; conley, danielle; allen, antoine"
420,420,420,105016.0,11313.0,423730.0,"Watsco, Inc.",12139.744,6280.192,0.152,0.052,-22.7981879704163,0.313,5,9,Strategy committee;compensation committee;audit committee,"nahmad, albert; alvarez, cesar; tapella, gary; moss, bob; potamkin, alan; keeley, brian; dickins, denise; ehrlichman, matthew; macdonald, john; lopez-blazquez, ana; rubin, steven; nahmad, aaron; custer, j.; wilson, rachel; schimel, valerie; may, leshelle; rice, troy; love, matthew"
421,421,421,105770.0,11376.0,326299.0,"West Pharmaceutical Services, Inc.",34800.542,2831.6,0.209,0.153,15.5589785243265,0.271,9,12,Finance committee;compensation committee;Technology committee;audit committee,"lai-goldman, myla; hofmann, thomas; michels, douglas; pucci, paolo; lockhart, stephen; feehery, william; keller, deborah l.; sudo, morihiro; joseph, molly"
422,422,422,106040.0,11399.0,334112.0,Western Digital Corporation,21920.36,16922.0,0.087,-0.002,7.22922580165886,0.077,6,9,Talent committee;audit committee,"doluca, tunc; massengill, matthew; streeter, stephanie; suzuki, miyuki; cole, martin; alexy, kimberly; caulfield, thomas; rayman, reed"
423,423,423,106532.0,11455.0,424340.0,"Weyco Group, Inc.",232.43346,267.641,0.019,-0.022,45.9531204374718,0.145,0,7,compensation committee;audit committee,"stratton, frederick; florsheim, thomas; florsheim, john; feitler, robert; chang, tina"
424,424,424,106640.0,11465.0,3352.0,Whirlpool Corporation,13844.94,21985.0,0.106,0.045,37.1347478131398,0.083,1,13,Finance committee;Human Resources committee;audit committee,"loree, james; liu, john; allen, samuel; manwani, harish; elliott, geraldine; bitzer, marc; dietz, diane; wilson, rudy; spencer, larry; laclair, jennifer"
